"","chr","chromStart","chromEnd","hgnc_symbol","ensembl_gene_id","strand"
"7632","1",1567474,1570639,"MMP23B","ENSG00000189409",1
"7752","1",1570603,1590473,"CDK11B","ENSG00000248333",-1
"7949","1",1592939,1624167,"SLC35E2B","ENSG00000189339",-1
"8059","1",1634169,1655766,"CDK11A","ENSG00000008128",-1
"8368","1",1656277,1677431,"SLC35E2","ENSG00000215790",-1
"8659","1",1682671,1711896,"NADK","ENSG00000008130",-1
"8707","1",1716729,1822495,"GNB1","ENSG00000078369",-1
"8741","1",1846266,1848735,"CALML6","ENSG00000169885",1
"8758","1",1849029,1850712,"TMEM52","ENSG00000178821",-1
"8779","1",1853396,1935276,"C1orf222","ENSG00000142609",-1
"8814","1",1950780,1962192,"GABRD","ENSG00000187730",1
"8877","1",1981909,2116834,"PRKCZ","ENSG00000067606",1
"9077","1",2115903,2144159,"C1orf86","ENSG00000162585",-1
"9153","1",2121237,2123179,"AL590822.2","ENSG00000269554",1
"9158","1",2160134,2241558,"SKI","ENSG00000157933",1
"9196","1",2252692,2323146,"MORN1","ENSG00000116151",-1
"9260","1",2323267,2336883,"RER1","ENSG00000157916",1
"9338","1",2336236,2345236,"PEX10","ENSG00000157911",-1
"9413","1",2357419,2436969,"PLCH2","ENSG00000149527",1
"9589","1",2439972,2458039,"PANK4","ENSG00000157881",-1
"9626","1",2460184,2461684,"HES5","ENSG00000197921",-1
"9636","1",2487078,2496821,"TNFRSF14","ENSG00000157873",1
"9815","1",2517930,2522908,"FAM213B","ENSG00000157870",1
"9860","1",2522078,2564481,"MMEL1","ENSG00000142606",-1
"9991","1",2567415,2718286,"TTC34","ENSG00000215912",-1
"9996","1",2938046,2939465,"ACTRT2","ENSG00000169717",1
"10039","1",2985732,3355185,"PRDM16","ENSG00000142611",1
"10150","1",3370990,3397677,"ARHGEF16","ENSG00000130762",1
"10186","1",3406484,3528059,"MEGF6","ENSG00000162591",-1
"10265","1",3541566,3546691,"TPRG1L","ENSG00000158109",1
"10288","1",3547331,3569325,"WRAP73","ENSG00000116213",-1
"10435","1",3569084,3652765,"TP73","ENSG00000078900",1
"10553","1",3668962,3688209,"CCDC27","ENSG00000162592",1
"10593","1",3689352,3692546,"SMIM1","ENSG00000235169",1
"10600","1",3696784,3713068,"LRRC47","ENSG00000130764",-1
"10628","1",3728645,3773778,"CEP104","ENSG00000116198",-1
"10723","1",3773845,3801993,"DFFB","ENSG00000169598",1
"10941","1",3805689,3816857,"C1orf174","ENSG00000198912",-1
"10951","1",4714792,4852594,"AJAP1","ENSG00000196581",1
"10979","1",5922871,6052533,"NPHP4","ENSG00000131697",-1
"11198","1",6051526,6161253,"KCNAB2","ENSG00000069424",1
"11342","1",6161853,6240183,"CHD5","ENSG00000116254",-1
"11505","1",6241329,6269449,"RPL22","ENSG00000116251",-1
"11528","1",6265535,6281359,"RNF207","ENSG00000158286",1
"11650","1",6281253,6296032,"ICMT","ENSG00000116237",-1
"11667","1",6304252,6305638,"HES3","ENSG00000173673",1
"11674","1",6307406,6321035,"GPR153","ENSG00000158292",-1
"11713","1",6324329,6454451,"ACOT7","ENSG00000097021",-1
"11919","1",6472478,6484730,"HES2","ENSG00000069812",-1
"11940","1",6484848,6521430,"ESPN","ENSG00000187017",1
"12009","1",6521211,6526255,"TNFRSF25","ENSG00000215788",-1
"12386","1",6526152,6580121,"PLEKHG5","ENSG00000171680",-1
"12456","1",6581407,6614595,"NOL9","ENSG00000162408",-1
"12539","1",6615241,6639817,"TAS1R1","ENSG00000173662",1
"12558","1",6640061,6649340,"ZBTB48","ENSG00000204859",1
"12642","1",6650784,6674667,"KLHL21","ENSG00000162413",-1
"12651","1",6673745,6684093,"PHF13","ENSG00000116273",1
"12662","1",6684926,6695646,"THAP3","ENSG00000041988",1
"12697","1",6694228,6761984,"DNAJC11","ENSG00000007923",-1
"12779","1",6845384,7829766,"CAMTA1","ENSG00000171735",1
"12830","1",7831329,7841492,"VAMP3","ENSG00000049245",1
"12846","1",7844380,7905237,"PER3","ENSG00000049246",1
"12907","1",7903143,7913572,"UTS2","ENSG00000049247",-1
"12931","1",7979907,8000926,"TNFRSF9","ENSG00000049249",-1
"12944","1",8014351,8045565,"PARK7","ENSG00000116288",1
"13021","1",8064464,8086368,"ERRFI1","ENSG00000116285",-1
"13032","1",8377886,8404227,"SLC45A1","ENSG00000162426",1
"13060","1",8412457,8877702,"RERE","ENSG00000142599",-1
"13150","1",8921061,8939308,"ENO1","ENSG00000074800",-1
"13303","1",9005926,9035151,"CA6","ENSG00000131686",1
"13314","1",9063359,9086404,"SLC2A7","ENSG00000197241",-1
"13337","1",9095166,9148537,"SLC2A5","ENSG00000142583",-1
"13405","1",9160364,9189229,"GPR157","ENSG00000180758",-1
"13420","1",9294834,9331396,"H6PD","ENSG00000049239",1
"13426","1",9352939,9429591,"SPSB1","ENSG00000171621",1
"13432","1",9599541,9645237,"SLC25A33","ENSG00000171612",1
"13469","1",9648932,9674935,"TMEM201","ENSG00000188807",1
"13582","1",9711790,9789172,"PIK3CD","ENSG00000171608",1
"13655","1",9712668,9714644,"C1orf200","ENSG00000179840",-1
"13683","1",9789084,9884584,"CLSTN1","ENSG00000171603",-1
"13785","1",9908334,9970394,"CTNNBIP1","ENSG00000178585",-1
"13834","1",9982173,10003465,"LZIC","ENSG00000162441",-1
"13884","1",10003486,10045559,"NMNAT1","ENSG00000173614",1
"13894","1",10057264,10076078,"RBP7","ENSG00000162444",1
"13928","1",10092890,10241297,"UBE4B","ENSG00000130939",1
"14085","1",10270863,10441661,"KIF1B","ENSG00000054523",1
"14238","1",10458649,10480201,"PGD","ENSG00000142657",1
"14257","1",10490159,10512210,"APITD1","ENSG00000175279",1
"14314","1",10490159,10512210,"APITD1-CORT","ENSG00000251503",1
"14321","1",10509776,10511959,"CORT","ENSG00000241563",1
"14327","1",10516579,10532583,"DFFA","ENSG00000160049",-1
"14335","1",10532345,10690815,"PEX14","ENSG00000142655",1
"14357","1",10696661,10856707,"CASZ1","ENSG00000130940",-1
"14457","1",11006528,11042094,"C1orf127","ENSG00000175262",-1
"14473","1",11072414,11085796,"TARDBP","ENSG00000120948",1
"14579","1",11086580,11107290,"MASP2","ENSG00000009724",-1
"14594","1",11114641,11120081,"SRM","ENSG00000116649",-1
"14632","1",11126675,11159938,"EXOSC10","ENSG00000171824",-1
"14715","1",11166592,11322564,"MTOR","ENSG00000198793",-1
"14871","1",11249398,11256038,"ANGPTL7","ENSG00000171819",1
"14879","1",11333263,11356106,"UBIAD1","ENSG00000120942",1
"14989","1",11539223,11597641,"PTCHD2","ENSG00000204624",1
"15000","1",11708424,11715842,"FBXO2","ENSG00000116661",-1
"15017","1",11714432,11723384,"FBXO44","ENSG00000132879",1
"15087","1",11724181,11734411,"FBXO6","ENSG00000116663",1
"15117","1",11734537,11751707,"MAD2L2","ENSG00000116670",-1
"15159","1",11751786,11785914,"DRAXIN","ENSG00000162490",1
"15243","1",11796141,11814859,"AGTRAP","ENSG00000177674",1
"15268","1",11821844,11849642,"C1orf167","ENSG00000215910",1
"15285","1",11845780,11866977,"MTHFR","ENSG00000177000",-1
"15369","1",11866207,11903201,"CLCN6","ENSG00000011021",1
"15413","1",11905766,11908402,"NPPA","ENSG00000175206",-1
"15417","1",11917521,11918988,"NPPB","ENSG00000120937",-1
"15420","1",11979648,11986485,"KIAA2013","ENSG00000116685",-1
"15446","1",11994262,12035595,"PLOD1","ENSG00000083444",1
"15574","1",12040238,12073571,"MFN2","ENSG00000116688",1
"15648","1",12079523,12092102,"MIIP","ENSG00000116691",1
"15670","1",12123434,12204264,"TNFRSF8","ENSG00000120949",1
"15709","1",12227060,12269285,"TNFRSF1B","ENSG00000028137",1
"15785","1",12290124,12572099,"VPS13D","ENSG00000048707",1
"15899","1",12627939,12677737,"DHRS3","ENSG00000162496",-1
"15924","1",12704566,12727097,"AADACL4","ENSG00000204518",1
"15926","1",12776118,12788726,"AADACL3","ENSG00000188984",1
"15929","1",12806163,12823847,"C1orf158","ENSG00000157330",1
"15956","1",12834984,12838049,"PRAMEF12","ENSG00000116726",1
"15958","1",12851546,12856777,"PRAMEF1","ENSG00000116721",1
"15965","1",12884468,12891264,"PRAMEF11","ENSG00000204513",-1
"15966","1",12907261,12908578,"HNRNPCL1","ENSG00000179172",-1
"15972","1",12916941,12921764,"PRAMEF2","ENSG00000120952",1
"15974","1",12939045,12946025,"PRAMEF4","ENSG00000243073",-1
"15979","1",12952727,12958101,"PRAMEF10","ENSG00000187545",-1
"15981","1",12976450,12980569,"PRAMEF7","ENSG00000204510",1
"15990","1",12998181,13117751,"PRAMEF6","ENSG00000232423",-1
"16012","1",13035543,13038381,"PRAMEF22","ENSG00000204508",1
"16021","1",13328196,13331692,"PRAMEF3","ENSG00000204503",-1
"16026","1",13359819,13369057,"PRAMEF5","ENSG00000204502",1
"16053","1",13386646,13390765,"PRAMEF8","ENSG00000182330",-1
"16057","1",13421176,13428191,"PRAMEF9","ENSG00000204501",1
"16062","1",13447414,13452656,"PRAMEF13","ENSG00000204495",-1
"16069","1",13474689,13477522,"PRAMEF18","ENSG00000204491",-1
"16072","1",13495254,13498260,"PRAMEF16","ENSG00000204488",1
"16118","1",13516066,13526943,"PRAMEF21","ENSG00000204486",1
"16122","1",13641973,13648988,"PRAMEF15","ENSG00000157358",1
"16129","1",13668269,13673511,"PRAMEF14","ENSG00000204481",-1
"16133","1",13694889,13698405,"PRAMEF19","ENSG00000204480",-1
"16135","1",13716092,13719089,"PRAMEF17","ENSG00000204479",1
"16141","1",13736907,13747803,"PRAMEF20","ENSG00000204478",1
"16143","1",13801445,13840543,"LRRC38","ENSG00000162494",-1
"16156","1",13909960,13944452,"PDPN","ENSG00000162493",1
"16188","1",14026693,14151574,"PRDM2","ENSG00000116731",1
"16338","1",14925200,15444539,"KAZN","ENSG00000189337",1
"16350","1",15479028,15546976,"TMEM51","ENSG00000171729",1
"16357","1",15490840,15497813,"C1orf195","ENSG00000204464",-1
"16401","1",15573768,15726779,"FHAD1","ENSG00000142621",1
"16454","1",15736391,15756839,"EFHD2","ENSG00000142634",1
"16480","1",15764935,15775737,"CTRC","ENSG00000162438",1
"16640","1",15783223,15798586,"CELA2A","ENSG00000142615",1
"16645","1",15792404,15817895,"CELA2B","ENSG00000215704",1
"16674","1",15817327,15853029,"CASP9","ENSG00000132906",-1
"16706","1",15853308,15918874,"DNAJC16","ENSG00000116138",1
"16723","1",15898848,15911605,"AGMAT","ENSG00000116771",-1
"16731","1",15943995,15995539,"DDI2","ENSG00000197312",1
"16736","1",15986364,15988217,"RSC1A1","ENSG00000215695",1
"16771","1",16010827,16061264,"PLEKHM2","ENSG00000116786",1
"16859","1",16062900,16067891,"SLC25A34","ENSG00000162461",1
"16880","1",16083102,16113089,"FBLIM1","ENSG00000162458",1
"16910","1",16174359,16266955,"SPEN","ENSG00000065526",1
"16973","1",16268364,16302627,"ZBTB17","ENSG00000116809",-1
"17016","1",16330731,16335302,"C1orf64","ENSG00000183888",1
"17023","1",16340523,16346089,"HSPB7","ENSG00000173641",-1
"17091","1",16345370,16360545,"CLCNKA","ENSG00000186510",1
"17138","1",16370272,16383803,"CLCNKB","ENSG00000184908",1
"17147","1",16384264,16400127,"FAM131C","ENSG00000185519",-1
"17161","1",16450832,16482582,"EPHA2","ENSG00000142627",-1
"17211","1",16524349,16539104,"ARHGEF19","ENSG00000142632",-1
"17222","1",16555368,16556038,"C1orf134","ENSG00000204377",-1
"17225","1",16558195,16563657,"RSG1","ENSG00000132881",-1
"17241","1",16573334,16678949,"FBXO42","ENSG00000037637",-1
"17259","1",16679070,16724640,"SZRD1","ENSG00000055070",1
"17299","1",16713612,16763919,"SPATA21","ENSG00000187144",-1
"17330","1",16767167,16786573,"NECAP2","ENSG00000157191",1
"17365","1",16865561,16866070,"FAM231B","ENSG00000268674",1
"17367","1",16888814,16940057,"NBPF1","ENSG00000219481",-1
"17462","1",16999498,17000007,"FAM231A","ENSG00000237847",1
"17463","1",17060447,17060956,"FAM231C","ENSG00000268991",-1
"17472","1",17066768,17299474,"CROCC","ENSG00000058453",1
"17491","1",17300997,17307330,"MFAP2","ENSG00000117122",-1
"17518","1",17312453,17338423,"ATP13A2","ENSG00000159363",-1
"17580","1",17345217,17380665,"SDHB","ENSG00000117118",-1
"17591","1",17393256,17445948,"PADI2","ENSG00000117115",-1
"17626","1",17531621,17572500,"PADI1","ENSG00000142623",1
"17635","1",17575593,17610728,"PADI3","ENSG00000142619",1
"17642","1",17634690,17690499,"PADI4","ENSG00000159339",1
"17701","1",17733256,17766220,"RCC2","ENSG00000179051",-1
"17752","1",17866330,18024369,"ARHGEF10L","ENSG00000074964",1
"17824","1",18081808,18153558,"ACTL8","ENSG00000117148",1
"17827","1",18434240,18704977,"IGSF21","ENSG00000117154",1
"17832","1",18807424,18812478,"KLHDC7A","ENSG00000179023",1
"17837","1",18957500,19075360,"PAX7","ENSG00000009709",1
"17841","1",19166093,19186176,"TAS1R2","ENSG00000179002",-1
"17855","1",19197926,19229275,"ALDH4A1","ENSG00000159423",-1
"17886","1",19230775,19283180,"IFFO2","ENSG00000169991",-1
"18014","1",19401000,19536770,"UBR4","ENSG00000127481",-1
"18149","1",19542158,19578046,"EMC1","ENSG00000127463",-1
"18198","1",19578033,19586622,"MRTO4","ENSG00000053372",1
"18219","1",19609052,19615744,"AKR7A3","ENSG00000162482",-1
"18224","1",19630459,19638640,"AKR7A2","ENSG00000053371",-1
"18249","1",19638820,19655794,"PQLC2","ENSG00000040487",1
"18265","1",19665267,19812066,"CAPZB","ENSG00000077549",-1
"18298","1",19923473,19984549,"MINOS1-NBL1","ENSG00000270136",1
"18295","1",19923477,19956314,"MINOS1","ENSG00000173436",1
"18316","1",19967048,19984945,"NBL1","ENSG00000158747",1
"18321","1",19991780,20006055,"HTR6","ENSG00000158748",1
"18327","1",20008706,20126438,"TMCO4","ENSG00000162542",-1
"18341","1",20140523,20141771,"RNF186","ENSG00000178828",-1
"18343","1",20209006,20239438,"OTUD3","ENSG00000169914",1
"18360","1",20246502,20250110,"PLA2G2E","ENSG00000188784",-1
"18362","1",20301925,20306932,"PLA2G2A","ENSG00000188257",-1
"18367","1",20354672,20417683,"PLA2G5","ENSG00000127472",1
"18370","1",20438432,20446050,"PLA2G2D","ENSG00000117215",-1
"18373","1",20465819,20476879,"PLA2G2F","ENSG00000158786",1
"18374","1",20487746,20503917,"PLA2G2C","ENSG00000187980",-1
"18383","1",20512578,20522541,"UBXN10","ENSG00000162543",1
"18392","1",20617412,20681387,"VWA5B1","ENSG00000158816",1
"18406","1",20808884,20812713,"CAMK2N1","ENSG00000162545",-1
"18409","1",20825943,20834654,"MUL1","ENSG00000090432",-1
"18413","1",20878932,20881512,"FAM43B","ENSG00000183114",1
"18418","1",20915441,20945401,"CDA","ENSG00000158825",1
"18444","1",20959948,20978004,"PINK1","ENSG00000158828",1
"18450","1",20978270,20988000,"DDOST","ENSG00000244038",-1
"18464","1",20990507,21044510,"KIF17","ENSG00000117245",-1
"18481","1",21046225,21059330,"SH2D5","ENSG00000189410",-1
"18503","1",21069154,21113816,"HP1BP3","ENSG00000127483",-1
"18547","1",21132963,21503377,"EIF4G3","ENSG00000075151",-1
"18601","1",21543740,21671997,"ECE1","ENSG00000117298",-1
"18612","1",21766621,21811498,"NBPF3","ENSG00000142794",1
"18625","1",21835858,21904905,"ALPL","ENSG00000162551",1
"18668","1",21922708,21995801,"RAP1GAP","ENSG00000076864",-1
"941","1",22004791,22110099,"USP48","ENSG00000090686",-1
"1267","1",22138758,22151714,"LDLRAD2","ENSG00000187942",1
"1311","1",22148738,22263790,"HSPG2","ENSG00000142798",-1
"1690","1",22303514,22325135,"CELA3B","ENSG00000219073",1
"1710","1",22328149,22339032,"CELA3A","ENSG00000142789",1
"1747","1",22379120,22419437,"CDC42","ENSG00000070831",1
"1878","1",22443798,22470462,"WNT4","ENSG00000162552",-1
"1902","1",22778344,22857650,"ZBTB40","ENSG00000184677",1
"1991","1",22890057,22930087,"EPHA8","ENSG00000070886",1
"2101","1",22962999,22966101,"C1QA","ENSG00000173372",1
"2110","1",22970123,22974603,"C1QC","ENSG00000159189",1
"2124","1",22979255,22988031,"C1QB","ENSG00000173369",1
"2164","1",23037332,23241818,"EPHB2","ENSG00000133216",1
"2343","1",23279536,23291831,"LACTBL1","ENSG00000215906",-1
"2369","1",23345941,23410182,"KDM1A","ENSG00000004487",1
"2719","1",23410516,23504301,"LUZP1","ENSG00000169641",-1
"2740","1",23516993,23521222,"HTR1D","ENSG00000179546",-1
"2774","1",23630264,23670829,"HNRNPR","ENSG00000125944",-1
"2888","1",23685941,23695935,"ZNF436","ENSG00000125945",-1
"2899","1",23695490,23698332,"C1orf213","ENSG00000249087",1
"2915","1",23707554,23751233,"TCEA3","ENSG00000204219",-1
"3012","1",23755056,23811061,"ASAP3","ENSG00000088280",-1
"3320","1",23832922,23857712,"E2F2","ENSG00000007968",-1
"3335","1",23884409,23886285,"ID3","ENSG00000117318",-1
"3359","1",23907985,23967058,"MDS2","ENSG00000197880",1
"3392","1",24018269,24022915,"RPL11","ENSG00000142676",1
"3565","1",24069645,24088549,"TCEB3","ENSG00000011007",1
"3595","1",24104895,24114722,"PITHD1","ENSG00000057757",1
"3624","1",24117460,24122029,"LYPLA2","ENSG00000011009",1
"3875","1",24122089,24127271,"GALE","ENSG00000117308",-1
"4043","1",24128375,24165110,"HMGCL","ENSG00000117305",-1
"4096","1",24171567,24194784,"FUCA1","ENSG00000179163",-1
"4136","1",24197016,24285549,"CNR2","ENSG00000188822",-1
"4143","1",24285599,24289952,"PNRC2","ENSG00000189266",1
"4228","1",24291294,24307417,"SRSF10","ENSG00000188529",-1
"4492","1",24382525,24438665,"MYOM3","ENSG00000142661",-1
"4697","1",24446261,24469611,"IL22RA1","ENSG00000142677",-1
"4717","1",24480647,24514449,"IFNLR1","ENSG00000185436",-1
"4820","1",24645812,24690972,"GRHL3","ENSG00000158055",1
"4972","1",24683489,24743424,"STPG1","ENSG00000001460",-1
"5102","1",24742284,24799466,"NIPAL3","ENSG00000001461",1
"5194","1",24829387,24867530,"RCAN3","ENSG00000117602",1
"5213","1",24882602,24935819,"NCMAP","ENSG00000184454",1
"5268","1",24958207,24999758,"SRRM1","ENSG00000133226",1
"5459","1",25071848,25170815,"CLIC4","ENSG00000169504",1
"5994","1",25226002,25291612,"RUNX3","ENSG00000020633",-1
"6043","1",25549170,25558993,"SYF2","ENSG00000117614",-1
"6380","1",25568728,25664704,"C1orf63","ENSG00000117616",-1
"6503","1",25598884,25656936,"RHD","ENSG00000187010",1
"6876","1",25664408,25688852,"TMEM50A","ENSG00000183726",1
"7130","1",25688740,25756683,"RHCE","ENSG00000188672",-1
"7374","1",25757388,25826700,"TMEM57","ENSG00000204178",1
"7398","1",25870071,25895377,"LDLRAP1","ENSG00000157978",1
"7575","1",25943959,26112698,"MAN1C1","ENSG00000117643",1
"7672","1",26126667,26144713,"SEPN1","ENSG00000162430",1
"7726","1",26145131,26159432,"MTFR1L","ENSG00000117640",1
"7909","1",26158414,26185903,"AUNIP","ENSG00000127423",-1
"7920","1",26187701,26197744,"PAQR7","ENSG00000182749",-1
"7928","1",26210672,26233482,"STMN1","ENSG00000117632",-1
"7970","1",26286258,26324648,"PAFAH2","ENSG00000158006",-1
"8046","1",26346375,26362955,"EXTL1","ENSG00000158008",1
"8147","1",26363743,26372624,"SLC30A2","ENSG00000158014",-1
"8163","1",26377795,26394927,"TRIM63","ENSG00000158022",-1
"8183","1",26437664,26452034,"PDIK1L","ENSG00000175087",1
"8189","1",26485511,26489119,"FAM110D","ENSG00000197245",1
"8196","1",26496362,26498551,"ZNF593","ENSG00000142684",1
"8238","1",26503894,26516377,"CNKSR1","ENSG00000142675",1
"8558","1",26517052,26529459,"CATSPER4","ENSG00000188782",1
"8575","1",26560691,26605299,"CEP85","ENSG00000130695",1
"8589","1",26605667,26608007,"SH3BGRL3","ENSG00000142669",1
"8622","1",26607819,26644854,"UBXN11","ENSG00000158062",-1
"8819","1",26644448,26647014,"CD52","ENSG00000169442",1
"8841","1",26648350,26680621,"AIM1L","ENSG00000176092",-1
"8878","1",26688125,26701013,"ZNF683","ENSG00000176083",-1
"8900","1",26737269,26756213,"LIN28A","ENSG00000131914",1
"8982","1",26758773,26797785,"DHDDS","ENSG00000117682",1
"9142","1",26798941,26802463,"HMGN2","ENSG00000198830",1
"9204","1",26856252,26901521,"RPS6KA1","ENSG00000117676",1
"9456","1",27022524,27108595,"ARID1A","ENSG00000117713",1
"9601","1",27113963,27124889,"PIGV","ENSG00000060642",1
"9624","1",27153201,27184093,"ZDHHC18","ENSG00000204160",1
"9706","1",27189633,27190947,"SFN","ENSG00000175793",1
"9712","1",27202624,27216788,"GPN2","ENSG00000142751",-1
"9730","1",27216979,27226957,"GPATCH3","ENSG00000198746",-1
"9745","1",27226729,27273353,"NUDC","ENSG00000090273",1
"9799","1",27237980,27240457,"NR0B2","ENSG00000131910",-1
"9806","1",27276053,27286897,"C1orf172","ENSG00000175707",-1
"9811","1",27320198,27327389,"TRNP1","ENSG00000253368",1
"9818","1",27331511,27339327,"FAM46B","ENSG00000158246",-1
"9834","1",27425306,27493472,"SLC9A1","ENSG00000090020",-1
"9975","1",27561007,27635110,"WDTC1","ENSG00000142784",1
"10060","1",27648651,27662891,"TMEM222","ENSG00000186501",1
"10130","1",27668513,27680421,"SYTL1","ENSG00000142765",1
"10254","1",27681675,27693383,"MAP3K6","ENSG00000142733",-1
"10291","1",27695603,27701315,"FCN3","ENSG00000142748",-1
"10304","1",27705666,27709870,"CD164L2","ENSG00000174950",-1
"10326","1",27719148,27722318,"GPR3","ENSG00000181773",1
"10331","1",27730730,27816669,"WASF2","ENSG00000158195",-1
"10411","1",27860546,27930942,"AHDC1","ENSG00000126705",-1
"10443","1",27938575,27961788,"FGR","ENSG00000000938",-1
"10498","1",27992572,27998729,"IFI6","ENSG00000126709",-1
"10575","1",28052490,28089633,"FAM76A","ENSG00000009780",1
"10642","1",28099694,28150963,"STX12","ENSG00000117758",1
"10715","1",28157289,28178187,"PPP1R8","ENSG00000117751",1
"10759","1",28177085,28177255,"AL109927.1","ENSG00000268552",-1
"10780","1",28199055,28213196,"THEMIS2","ENSG00000130775",1
"10945","1",28218035,28241257,"RPA2","ENSG00000117748",-1
"10976","1",28261504,28285668,"SMPDL3B","ENSG00000130768",1
"11114","1",28285973,28294607,"XKR8","ENSG00000158156",1
"11147","1",28296855,28415207,"EYA3","ENSG00000158161",-1
"11176","1",28473677,28520447,"PTAFR","ENSG00000169403",-1
"11185","1",28525967,28559536,"DNAJC8","ENSG00000126698",-1
"11244","1",28562620,28573417,"ATPIF1","ENSG00000130770",1
"11257","1",28586038,28609002,"SESN2","ENSG00000130766",1
"11286","1",28655513,28662476,"MED18","ENSG00000130772",1
"11299","1",28696114,28826881,"PHACTR4","ENSG00000204138",1
"11474","1",28832455,28865812,"RCC1","ENSG00000180198",1
"11514","1",28879597,28905051,"TRNAU1AP","ENSG00000180098",1
"11530","1",28915835,28969597,"TAF12","ENSG00000120656",-1
"11546","1",28918712,28921955,"RAB42","ENSG00000188060",1
"11558","1",28995244,29045865,"GMEB1","ENSG00000162419",1
"11615","1",29063133,29096287,"YTHDF2","ENSG00000198492",1
"11627","1",29138654,29190208,"OPRD1","ENSG00000116329",1
"11678","1",29213603,29446553,"EPB41","ENSG00000159023",1
"11799","1",29445940,29450447,"TMEM200B","ENSG00000253304",-1
"11809","1",29474255,29508499,"SRSF4","ENSG00000116350",-1
"11854","1",29519385,29557454,"MECR","ENSG00000116353",-1
"12096","1",29563028,29653325,"PTPRU","ENSG00000060656",1
"12255","1",31184124,31196434,"MATN1","ENSG00000162510",-1
"12272","1",31205316,31230667,"LAPTM5","ENSG00000162511",-1
"12279","1",31342314,31381608,"SDC3","ENSG00000162512",-1
"12385","1",31404353,31538838,"PUM1","ENSG00000134644",-1
"12562","1",31652592,31712401,"NKAIN1","ENSG00000084628",-1
"12576","1",31732417,31769662,"SNRNP40","ENSG00000060688",-1
"12619","1",31769842,31837783,"ZCCHC17","ENSG00000121766",1
"12687","1",31838472,31849697,"FABP3","ENSG00000121769",-1
"12701","1",31882412,31907525,"SERINC2","ENSG00000168528",1
"12717","1",32042116,32053288,"TINAGL1","ENSG00000142910",1
"12771","1",32083287,32098119,"HCRTR1","ENSG00000121764",1
"12787","1",32095463,32110497,"PEF1","ENSG00000162517",-1
"12856","1",32117848,32169920,"COL16A1","ENSG00000084636",-1
"13099","1",32192718,32230494,"BAI2","ENSG00000121753",-1
"13274","1",32256023,32281652,"SPOCD1","ENSG00000134668",-1
"13351","1",32372022,32410457,"PTP4A2","ENSG00000184007",-1
"13467","1",32379174,32380745,"AL136115.1","ENSG00000212673",1
"13477","1",32479430,32526451,"KHDRBS1","ENSG00000121774",1
