"chr" "chromStart" "chromEnd" "hgnc_symbol" "ensembl_gene_id" "strand"
"352" "chr1" 26607819 26644854 "UBXN11" "ENSG00000158062" -1
"353" "chr1" 26644448 26647014 "CD52" "ENSG00000169442" 1
"357" "chr1" 26758773 26797785 "DHDDS" "ENSG00000117682" 1
"358" "chr1" 26798941 26802463 "HMGN2" "ENSG00000198830" 1
"359" "chr1" 26856252 26901521 "RPS6KA1" "ENSG00000117676" 1
"360" "chr1" 27022524 27108595 "ARID1A" "ENSG00000117713" 1
"366" "chr1" 27226729 27273353 "NUDC" "ENSG00000090273" 1
"371" "chr1" 27425306 27493472 "SLC9A1" "ENSG00000090020" -1
"372" "chr1" 27561007 27635110 "WDTC1" "ENSG00000142784" 1
"373" "chr1" 27648651 27662891 "TMEM222" "ENSG00000186501" 1
"379" "chr1" 27730730 27816669 "WASF2" "ENSG00000158195" -1
"382" "chr1" 27992572 27998729 "IFI6" "ENSG00000126709" -1
"384" "chr1" 28099694 28150963 "STX12" "ENSG00000117758" 1
"385" "chr1" 28157289 28178187 "PPP1R8" "ENSG00000117751" 1
"388" "chr1" 28218035 28241257 "RPA2" "ENSG00000117748" -1
"391" "chr1" 28296855 28415207 "EYA3" "ENSG00000158161" -1
"393" "chr1" 28525967 28559536 "DNAJC8" "ENSG00000126698" -1
"394" "chr1" 28562620 28573417 "ATPIF1" "ENSG00000130770" 1
"396" "chr1" 28655513 28662476 "MED18" "ENSG00000130772" 1
"397" "chr1" 28696114 28826881 "PHACTR4" "ENSG00000204138" 1
"398" "chr1" 28832455 28865812 "RCC1" "ENSG00000180198" 1
"399" "chr1" 28879597 28905051 "TRNAU1AP" "ENSG00000180098" 1
"400" "chr1" 28915835 28969597 "TAF12" "ENSG00000120656" -1
"403" "chr1" 29063133 29096287 "YTHDF2" "ENSG00000198492" 1
"405" "chr1" 29213603 29446553 "EPB41" "ENSG00000159023" 1
"407" "chr1" 29474255 29508499 "SRSF4" "ENSG00000116350" -1
"408" "chr1" 29519385 29557454 "MECR" "ENSG00000116353" -1
"411" "chr1" 31205316 31230667 "LAPTM5" "ENSG00000162511" -1
"413" "chr1" 31404353 31538838 "PUM1" "ENSG00000134644" -1
"415" "chr1" 31732417 31769662 "SNRNP40" "ENSG00000060688" -1
"416" "chr1" 31769842 31837783 "ZCCHC17" "ENSG00000121766" 1
"418" "chr1" 31882412 31907525 "SERINC2" "ENSG00000168528" 1
"421" "chr1" 32095463 32110497 "PEF1" "ENSG00000162517" -1
"422" "chr1" 32117848 32169920 "COL16A1" "ENSG00000084636" -1
"425" "chr1" 32372022 32410457 "PTP4A2" "ENSG00000184007" -1
"427" "chr1" 32479430 32526451 "KHDRBS1" "ENSG00000121774" 1
"429" "chr1" 32573639 32642169 "KPNA6" "ENSG00000025800" 1
"430" "chr1" 32645287 32663886 "TXLNA" "ENSG00000084652" 1
"435" "chr1" 32687529 32697205 "EIF3I" "ENSG00000084623" 1
"438" "chr1" 32757687 32799236 "HDAC1" "ENSG00000116478" 1
"439" "chr1" 32799433 32801980 "MARCKSL1" "ENSG00000175130" -1
"442" "chr1" 32830704 32860332 "BSDC1" "ENSG00000160058" -1
"445" "chr1" 33065773 33116504 "ZBTB8OS" "ENSG00000176261" -1
"446" "chr1" 33116743 33151812 "RBBP4" "ENSG00000162521" 1
"448" "chr1" 33207486 33240571 "KIAA1522" "ENSG00000162522" 1
"449" "chr1" 33240840 33283754 "YARS" "ENSG00000134684" -1
"450" "chr1" 33282368 33324476 "S100PBP" "ENSG00000116497" 1
"453" "chr1" 33360195 33367039 "TMEM54" "ENSG00000121900" -1
"454" "chr1" 33402046 33430286 "RNF19B" "ENSG00000116514" -1
"456" "chr1" 33473585 33546597 "AK2" "ENSG00000004455" -1
"461" "chr1" 33789224 33896653 "PHC2" "ENSG00000134686" -1
"466" "chr1" 35178338 35325417 "SMIM12" "ENSG00000163866" -1
"472" "chr1" 35447136 35450954 "ZMYM6NB" "ENSG00000243749" -1
"473" "chr1" 35449523 35497569 "ZMYM6" "ENSG00000163867" -1
"474" "chr1" 35525387 35581460 "ZMYM1" "ENSG00000197056" 1
"475" "chr1" 35641979 35658749 "SFPQ" "ENSG00000116560" -1
"476" "chr1" 35734568 35887659 "ZMYM4" "ENSG00000146463" 1
"477" "chr1" 35899091 36023551 "KIAA0319L" "ENSG00000142687" -1
"480" "chr1" 36067185 36107445 "PSMB2" "ENSG00000126067" -1
"485" "chr1" 36396319 36538101 "AGO3" "ENSG00000126070" 1
"489" "chr1" 36602173 36615098 "TRAPPC3" "ENSG00000054116" -1
"490" "chr1" 36621180 36646450 "MAP7D1" "ENSG00000116871" 1
"491" "chr1" 36690017 36770958 "THRAP3" "ENSG00000054118" 1
"495" "chr1" 36856839 36863493 "LSM10" "ENSG00000181817" -1
"497" "chr1" 36921319 36930038 "MRPS15" "ENSG00000116898" -1
"501" "chr1" 37958176 37980375 "MEAF6" "ENSG00000163875" -1
"503" "chr1" 38022520 38032458 "DNALI1" "ENSG00000163879" 1
"504" "chr1" 38032417 38061536 "GNL2" "ENSG00000134697" -1
"513" "chr1" 38326369 38412729 "INPP5B" "ENSG00000204084" -1
"514" "chr1" 38422647 38456593 "SF3A3" "ENSG00000183431" -1
"516" "chr1" 38474930 38490496 "UTP11L" "ENSG00000183520" 1
"518" "chr1" 39303870 39325495 "RRAGC" "ENSG00000116954" -1
"519" "chr1" 39328636 39347289 "MYCBP" "ENSG00000214114" -1
"522" "chr1" 39456895 39471731 "AKIRIN1" "ENSG00000174574" 1
"523" "chr1" 39491990 39500308 "NDUFS5" "ENSG00000168653" 1
"524" "chr1" 39546988 39952849 "MACF1" "ENSG00000127603" 1
"526" "chr1" 40026488 40042462 "PABPC4" "ENSG00000090621" -1
"530" "chr1" 40157854 40229586 "PPIE" "ENSG00000084072" 1
"533" "chr1" 40306723 40349183 "TRIT1" "ENSG00000043514" -1
"536" "chr1" 40505905 40538321 "CAP1" "ENSG00000131236" 1
"537" "chr1" 40538379 40563375 "PPT1" "ENSG00000131238" -1
"538" "chr1" 40627045 40706593 "RLF" "ENSG00000117000" 1
"540" "chr1" 40723779 40759856 "ZMPSTE24" "ENSG00000084073" 1
"542" "chr1" 40810522 40888998 "SMAP2" "ENSG00000084070" 1
"548" "chr1" 41157320 41237275 "NFYC" "ENSG00000066136" 1
"551" "chr1" 41445007 41478235 "CTPS1" "ENSG00000171793" 1
"553" "chr1" 41492872 41707826 "SCMH1" "ENSG00000010803" -1
"556" "chr1" 41972036 42501596 "HIVEP3" "ENSG00000127124" -1
"559" "chr1" 42642210 42801548 "FOXJ3" "ENSG00000198815" -1
"562" "chr1" 42921788 42939056 "PPCS" "ENSG00000127125" 1
"564" "chr1" 43124096 43142429 "PPIH" "ENSG00000171960" 1
"565" "chr1" 43148098 43168020 "YBX1" "ENSG00000065978" 1
"567" "chr1" 43212006 43232755 "LEPRE1" "ENSG00000117385" -1
"569" "chr1" 43272723 43282954 "CCDC23" "ENSG00000177868" -1
"572" "chr1" 43391052 43424530 "SLC2A1" "ENSG00000117394" -1
"574" "chr1" 43629846 43736607 "EBNA1BP2" "ENSG00000117395" -1
"576" "chr1" 43735665 43739673 "TMEM125" "ENSG00000179178" 1
"581" "chr1" 43829068 43833696 "ELOVL1" "ENSG00000066322" -1
"582" "chr1" 43849588 43855479 "MED8" "ENSG00000159479" -1
"584" "chr1" 43916824 43919660 "HYI" "ENSG00000178922" -1
"585" "chr1" 43990858 44089343 "PTPRF" "ENSG00000142949" 1
"586" "chr1" 44115829 44171186 "KDM4A" "ENSG00000066135" 1
"589" "chr1" 44412611 44433694 "IPO13" "ENSG00000117408" 1
"591" "chr1" 44440159 44443967 "ATP6V0B" "ENSG00000117410" 1
"596" "chr1" 44679127 44686353 "DMAP1" "ENSG00000178028" 1
"597" "chr1" 44686742 44820932 "ERI3" "ENSG00000117419" -1
"598" "chr1" 44870866 45117396 "RNF220" "ENSG00000187147" 1
"601" "chr1" 45205490 45233439 "KIF2C" "ENSG00000142945" 1
"602" "chr1" 45240923 45244451 "RPS8" "ENSG00000142937" 1
"607" "chr1" 45316450 45452282 "EIF2B3" "ENSG00000070785" -1
"608" "chr1" 45468212 45477001 "HECTD3" "ENSG00000126107" -1
"609" "chr1" 45477819 45481247 "UROD" "ENSG00000126088" 1
"617" "chr1" 45976708 45988719 "PRDX1" "ENSG00000117450" -1
"618" "chr1" 46016215 46035721 "AKR1A1" "ENSG00000117448" 1
"619" "chr1" 46049518 46084566 "NASP" "ENSG00000132780" 1
"621" "chr1" 46092976 46153785 "GPBP1L1" "ENSG00000159592" -1
"623" "chr1" 46159996 46216322 "IPP" "ENSG00000197429" -1
"624" "chr1" 46252659 46501796 "MAST2" "ENSG00000086015" 1
"625" "chr1" 46505812 46642160 "PIK3R3" "ENSG00000117461" -1
"626" "chr1" 46640745 46651630 "TSPAN1" "ENSG00000117472" 1
"627" "chr1" 46654354 46685977 "POMGNT1" "ENSG00000085998" -1
"630" "chr1" 46726868 46769280 "LRRC41" "ENSG00000132128" -1
"631" "chr1" 46769303 46782448 "UQCRH" "ENSG00000173660" 1
"632" "chr1" 46805849 46830824 "NSUN4" "ENSG00000117481" 1
"636" "chr1" 47023090 47082515 "MKNK1" "ENSG00000079277" -1
"638" "chr1" 47098409 47139539 "ATPAF1" "ENSG00000123472" -1
"639" "chr1" 47124366 47184824 "EFCAB14" "ENSG00000159658" -1
"649" "chr1" 47799469 47844511 "CMPK1" "ENSG00000162368" 1
"656" "chr1" 48761044 48937845 "SPATA6" "ENSG00000132122" -1
"661" "chr1" 50905150 51425935 "FAF1" "ENSG00000185104" -1
"664" "chr1" 51701943 51739127 "RNF11" "ENSG00000123091" 1
"665" "chr1" 51752930 51810788 "TTC39A" "ENSG00000085831" -1
"666" "chr1" 51819935 51985000 "EPS15" "ENSG00000085832" -1
"667" "chr1" 52042851 52254889 "OSBPL9" "ENSG00000117859" 1
"668" "chr1" 52254863 52344477 "NRD1" "ENSG00000078618" -1
"670" "chr1" 52485803 52521843 "TXNDC12" "ENSG00000117862" -1
"672" "chr1" 52521797 52556388 "BTF3L4" "ENSG00000134717" 1
"674" "chr1" 52811395 52831865 "CC2D1B" "ENSG00000154222" -1
"676" "chr1" 52870236 52886511 "PRPF38A" "ENSG00000134748" 1
"677" "chr1" 52873954 53019159 "ZCCHC11" "ENSG00000134744" -1
"683" "chr1" 53361656 53392884 "ECHDC2" "ENSG00000121310" -1
"684" "chr1" 53392901 53517375 "SCP2" "ENSG00000116171" 1
"688" "chr1" 53679771 53686289 "C1orf123" "ENSG00000162384" -1
"689" "chr1" 53692564 53704282 "MAGOH" "ENSG00000162385" -1
"694" "chr1" 54317392 54356407 "YIPF1" "ENSG00000058799" -1
"696" "chr1" 54382247 54411602 "HSPB11" "ENSG00000081870" -1
"697" "chr1" 54411750 54433841 "LRRC42" "ENSG00000116212" 1
"699" "chr1" 54497347 54519177 "TMEM59" "ENSG00000116209" -1
"704" "chr1" 54649714 54691137 "MRPL37" "ENSG00000116221" 1
"714" "chr1" 55315306 55352891 "DHCR24" "ENSG00000116133" -1
"718" "chr1" 55532032 55680786 "USP24" "ENSG00000162402" -1
"719" "chr1" 56960419 57110974 "PPAP2B" "ENSG00000162407" -1
"725" "chr1" 58881056 59012474 "OMA1" "ENSG00000162600" -1
"726" "chr1" 59041099 59043166 "TACSTD2" "ENSG00000184292" -1
"727" "chr1" 59120411 59165764 "MYSM1" "ENSG00000162601" -1
"728" "chr1" 59246465 59249785 "JUN" "ENSG00000177606" -1
"729" "chr1" 59762310 60233347 "FGGY" "ENSG00000172456" 1
"730" "chr1" 60280458 60342050 "HOOK1" "ENSG00000134709" 1
"733" "chr1" 61330931 61928465 "NFIA" "ENSG00000162599" 1
"734" "chr1" 62146718 62191095 "TM2D1" "ENSG00000162604" -1
"735" "chr1" 62208149 62629592 "INADL" "ENSG00000132849" 1
"738" "chr1" 62901968 62917475 "USP1" "ENSG00000162607" 1
"739" "chr1" 62920399 63153969 "DOCK7" "ENSG00000116641" -1
"745" "chr1" 63906441 64059392 "ITGB3BP" "ENSG00000142856" -1
"753" "chr1" 65298912 65432187 "JAK1" "ENSG00000162434" -1
"757" "chr1" 65886270 65901690 "LEPROT" "ENSG00000213625" 1
"758" "chr1" 66258197 66840259 "PDE4B" "ENSG00000184588" 1
"764" "chr1" 67390578 67454302 "MIER1" "ENSG00000198160" 1
"769" "chr1" 67873493 67896098 "SERBP1" "ENSG00000142864" -1
"771" "chr1" 68167149 68299150 "GNG12" "ENSG00000172380" -1
"773" "chr1" 68564142 68698803 "WLS" "ENSG00000116729" -1
"778" "chr1" 70671365 70718735 "SRSF11" "ENSG00000116754" 1
"779" "chr1" 70726271 70820417 "ANKRD13C" "ENSG00000118454" -1
"783" "chr1" 71528974 71546980 "ZRANB2" "ENSG00000132485" -1
"784" "chr1" 71861623 72748417 "NEGR1" "ENSG00000172260" -1
"788" "chr1" 74663947 75010112 "TNNI3K" "ENSG00000116783" 1
"791" "chr1" 75171170 75199092 "CRYZ" "ENSG00000116791" -1
"792" "chr1" 75198836 75232362 "TYW3" "ENSG00000162623" 1
"795" "chr1" 76190036 76253260 "ACADM" "ENSG00000117054" 1
"796" "chr1" 76251879 76260764 "RABGGTB" "ENSG00000137955" 1
"801" "chr1" 77554675 77685115 "PIGK" "ENSG00000142892" -1
"803" "chr1" 78028101 78149104 "ZZZ3" "ENSG00000036549" -1
"804" "chr1" 78161672 78225537 "USP33" "ENSG00000077254" -1
"805" "chr1" 78245309 78344106 "FAM73A" "ENSG00000180488" 1
"807" "chr1" 78409740 78444794 "FUBP1" "ENSG00000162613" -1
"808" "chr1" 78444859 78483648 "DNAJB4" "ENSG00000162616" 1
"811" "chr1" 79085607 79111830 "IFI44L" "ENSG00000137959" 1
"812" "chr1" 79115481 79129763 "IFI44" "ENSG00000137965" 1
"816" "chr1" 84543745 84704181 "PRKACB" "ENSG00000142875" 1
"819" "chr1" 84944942 84963473 "RPF1" "ENSG00000117133" 1
"820" "chr1" 84964008 84972248 "GNG5" "ENSG00000174021" -1
"821" "chr1" 85015289 85040163 "CTBS" "ENSG00000117151" -1
"823" "chr1" 85109390 85156486 "SSX2IP" "ENSG00000117155" -1
"831" "chr1" 85784164 86043933 "DDAH1" "ENSG00000153904" -1
"832" "chr1" 86046444 86049645 "CYR61" "ENSG00000142871" 1
"833" "chr1" 86115106 86174116 "ZNHIT6" "ENSG00000117174" -1
"835" "chr1" 86814344 86862023 "ODF2L" "ENSG00000122417" -1
"839" "chr1" 87170259 87213867 "SH3GLB1" "ENSG00000097033" 1
"840" "chr1" 87328132 87380107 "SEP15" "ENSG00000183291" -1
"842" "chr1" 87794151 87814606 "LMO4" "ENSG00000143013" 1
"843" "chr1" 89149905 89301938 "PKN2" "ENSG00000065243" 1
"844" "chr1" 89318615 89357627 "GTF2B" "ENSG00000137947" -1
"845" "chr1" 89401456 89458636 "CCBL2" "ENSG00000137944" -1
"846" "chr1" 89445139 89458643 "RBMXL1" "ENSG00000213516" -1
"847" "chr1" 89472349 89488577 "GBP3" "ENSG00000117226" -1
"848" "chr1" 89518002 89531043 "GBP1" "ENSG00000117228" -1
"849" "chr1" 89571815 89616139 "GBP2" "ENSG00000162645" -1
"855" "chr1" 90098631 90235462 "LRRC8C" "ENSG00000171488" 1
"856" "chr1" 90286573 90402170 "LRRC8D" "ENSG00000171492" 1
"857" "chr1" 90460671 90501090 "ZNF326" "ENSG00000162664" 1
"859" "chr1" 91380859 91487829 "ZNF644" "ENSG00000122482" -1
"862" "chr1" 92145902 92371892 "TGFBR3" "ENSG00000069702" -1
"869" "chr1" 92764522 92867613 "RPAP2" "ENSG00000122484" 1
"871" "chr1" 92974253 93257961 "EVI5" "ENSG00000067208" -1
"872" "chr1" 93297582 93307481 "RPL5" "ENSG00000122406" 1
"874" "chr1" 93544792 93604638 "MTF2" "ENSG00000143033" 1
"875" "chr1" 93615299 93646285 "TMED5" "ENSG00000117500" -1
"877" "chr1" 93811445 93835055 "DR1" "ENSG00000117505" 1
"878" "chr1" 93913688 94020218 "FNBP1L" "ENSG00000137942" 1
"879" "chr1" 94027347 94312706 "BCAR3" "ENSG00000137936" -1
"880" "chr1" 94333373 94345474 "DNTTIP2" "ENSG00000067334" -1
"881" "chr1" 94350761 94374966 "GCLM" "ENSG00000023909" -1
"883" "chr1" 94614544 94740624 "ARHGAP29" "ENSG00000137962" -1
"884" "chr1" 94883933 94984222 "ABCD3" "ENSG00000117528" 1
"887" "chr1" 95362507 95392834 "CNN3" "ENSG00000117519" -1
"890" "chr1" 95699711 95712781 "RWDD3" "ENSG00000122481" 1
"891" "chr1" 97187221 97289294 "PTBP2" "ENSG00000117569" 1
"892" "chr1" 97543299 98386605 "DPYD" "ENSG00000188641" -1
"899" "chr1" 100435345 100492535 "SLC35A3" "ENSG00000117620" 1
"900" "chr1" 100503653 100548933 "HIAT1" "ENSG00000156875" 1
"902" "chr1" 100598706 100616053 "TRMT13" "ENSG00000122435" 1
"905" "chr1" 100731763 100758325 "RTCA" "ENSG00000137996" 1
"910" "chr1" 101361632 101447309 "SLC30A7" "ENSG00000162695" 1
"911" "chr1" 101455179 101491644 "DPH5" "ENSG00000117543" -1
"915" "chr1" 103342023 103574052 "COL11A1" "ENSG00000060718" -1
"924" "chr1" 108113782 108507766 "VAV3" "ENSG00000134215" -1
"925" "chr1" 108676658 108743471 "SLC25A24" "ENSG00000085491" -1
"928" "chr1" 109102711 109187522 "FAM102B" "ENSG00000162636" 1
"930" "chr1" 109234945 109244425 "PRPF38B" "ENSG00000134186" 1
"932" "chr1" 109289296 109352148 "STXBP3" "ENSG00000116266" 1
"934" "chr1" 109417972 109477167 "GPSM2" "ENSG00000121957" 1
"935" "chr1" 109472130 109506111 "CLCC1" "ENSG00000121940" -1
"937" "chr1" 109605108 109618624 "TAF13" "ENSG00000197780" -1
"938" "chr1" 109632425 109639556 "TMEM167B" "ENSG00000215717" 1
"940" "chr1" 109656301 109749401 "KIAA1324" "ENSG00000116299" 1
"941" "chr1" 109756540 109780791 "SARS" "ENSG00000031698" 1
"945" "chr1" 109852192 109940573 "SORT1" "ENSG00000134243" -1
"946" "chr1" 109941653 109969062 "PSMA5" "ENSG00000143106" -1
"952" "chr1" 110091233 110136975 "GNAI3" "ENSG00000065135" 1
"956" "chr1" 110210644 110252171 "GSTM2" "ENSG00000213366" 1
"957" "chr1" 110230436 110251661 "GSTM1" "ENSG00000134184" 1
"959" "chr1" 110276554 110284384 "GSTM3" "ENSG00000134202" -1
"962" "chr1" 110527308 110566357 "AHCYL1" "ENSG00000168710" 1
"963" "chr1" 110574199 110617263 "STRIP1" "ENSG00000143093" 1
"970" "chr1" 110943871 110950564 "LAMTOR5" "ENSG00000134248" -1
"975" "chr1" 111415775 111442550 "CD53" "ENSG00000143119" 1
"976" "chr1" 111489807 111506701 "LRIF1" "ENSG00000121931" -1
"977" "chr1" 111659955 111682838 "DRAM2" "ENSG00000156171" -1
"978" "chr1" 111682249 111727724 "CEPT1" "ENSG00000134255" 1
"979" "chr1" 111729796 111747157 "DENND2D" "ENSG00000162777" -1
"984" "chr1" 111982512 111991998 "WDR77" "ENSG00000116455" -1
"985" "chr1" 111991486 112005395 "ATP5F1" "ENSG00000116459" 1
"988" "chr1" 112084840 112259313 "RAP1A" "ENSG00000116473" 1
"992" "chr1" 112938803 113006078 "CTTNBP2NL" "ENSG00000143079" 1
"994" "chr1" 113066140 113163447 "ST7L" "ENSG00000007341" -1
"995" "chr1" 113161795 113214241 "CAPZA1" "ENSG00000116489" 1
"996" "chr1" 113215763 113243368 "MOV10" "ENSG00000155363" 1
"997" "chr1" 113243728 113250056 "RHOC" "ENSG00000155366" -1
"1001" "chr1" 113615831 113674882 "LRIG2" "ENSG00000198799" 1
"1002" "chr1" 113933371 114228545 "MAGI3" "ENSG00000081026" 1
"1007" "chr1" 114437370 114447823 "AP4B1" "ENSG00000134262" -1
"1009" "chr1" 114471814 114520426 "HIPK1" "ENSG00000163349" 1
"1010" "chr1" 114522063 114524876 "OLFML3" "ENSG00000116774" 1
